controln,state,gender,medianhv,ic1,ic4,hvp1,percapita,pobc1,pobc2,ic2,ic3,avggift,tcode,dob,domain,target_d
13448,CA,F,1518.0,150,218.0,13,5043.0,64,27,171.0,208,5.055555556,28,3001,U4,5.0
180428,WA,male,1390.0,426,470.0,12,15022.0,3,63,430.0,463,18.0,1,4811,T2,20.0
12517,MO,M,1224.0,575,611.0,7,18029.0,2,77,577.0,608,2.8125,1,3201,S1,1.0
99246,IL,F,182.0,171,278.0,0,9240.0,0,64,217.0,242,10.26666667,0,2201,R3,20.0
174760,OR,F,786.0,419,466.0,1,15010.0,1,59,452.0,444,4.555555556,2,2501,T2,5.0
124379,TX,M,308.0,161,219.0,0,6576.0,10,72,186.0,204,4.5,1,4401,0,5.0
176862,OR,F,1074.0,232,309.0,15,15070.0,1,18,252.0,294,10.04347826,2,0,T2,20.0
188986,AZ,M,885.0,367,454.0,12,21767.0,8,1,408.0,417,9.714285714,1,2101,C2,9.0
148906,CA,F,2375.0,371,363.0,71,15361.0,21,39,363.0,411,4.142857143,0,6201,C2,6.0
109646,LA,M,657.0,265,325.0,3,12509.0,0,87,293.0,303,9.472222222,1,5201,T3,10.0
62295,IN,F,581.0,369,383.0,0,12835.0,7,70,372.0,369,25.5,0,5601,C2,20.0
162650,CA,M,3010.0,410,559.0,93,19149.0,20,56,518.0,431,8.333333333,1,0,S1,5.0
99836,MO,M,548.0,262,342.0,0,12621.0,0,96,355.0,298,15.0,1,3101,S3,21.0
33994,FL,M,819.0,348,459.0,3,15958.0,1,47,388.0,421,7.090909091,1,5304,T2,6.0
93432,IL,F,613.0,212,355.0,0,11792.0,1,60,245.0,294,6.0,28,0,U3,11.0
62786,IN,F,431.0,280,347.0,0,11052.0,0,62,314.0,310,8.235294118,2,3501,R2,11.0
44634,FL,M,710.0,254,391.0,6,15970.0,4,30,287.0,325,7.285714286,1,3701,C2,10.0
146914,CA,F,3673.0,515,725.0,97,31773.0,10,39,675.0,589,6.5,0,5401,U1,10.0
70079,MI,F,365.0,98,330.0,0,9470.0,0,53,310.0,221,15.0,2,4701,C3,15.0
24871,SC,F,682.0,366,498.0,2,14538.0,3,63,464.0,421,9.666666667,2,4401,T2,16.0
150660,UT,F,901.0,327,437.0,1,17854.0,8,61,336.0,411,10.20588235,0,4601,U1,12.0
169700,California,M,1676.0,371,372.0,9,13231.0,6,69,336.0,398,5.571428571,1,0,C2,25.0
63542,IN,F,445.0,332,423.0,0,13662.0,0,78,398.0,370,14.55555556,0,4801,T2,26.0
125164,TX,F,588.0,316,381.0,0,14293.0,5,85,383.0,344,22.6,2,1601,S2,50.0
65634,MI,F,413.0,95,231.0,0,9020.0,12,46,171.0,123,10.16666667,0,801,C3,12.0
59285,IN,F,522.0,225,403.0,0,13669.0,1,84,349.0,326,12.0,2,5101,T3,10.0
78802,WI,J,667.0,293,422.0,0,17527.0,5,68,385.0,334,15.0,1002,1301,S2,15.0
186460,WI,F,303.0,175,253.0,0,7115.0,1,76,217.0,219,10.375,2,0,R3,20.0
114579,OK,M,633.0,399,517.0,0,17637.0,0,63,442.0,439,13.16666667,1,2112,C1,10.0
23184,SC,F,391.0,214,269.0,0,9853.0,0,77,243.0,242,14.0,0,0,C3,10.0
125289,TX,F,707.0,246,327.0,0,15322.0,13,63,283.0,291,5.25,0,1802,S2,7.0
10502,MI,M,1179.0,464,501.0,2,15910.0,2,82,496.0,462,13.46666667,0,0,T2,15.0
46844,AL,Male,453.0,219,299.0,0,9654.0,0,90,264.0,263,7.0,0,0,R3,10.0
162814,CA,M,3365.0,544,621.0,94,27608.0,8,59,525.0,655,6.2,1,3701,U1,10.0
89653,IL,M,1315.0,328,472.0,9,15767.0,5,64,384.0,398,4.818181818,0,1708,C2,3.0
170818,CA,F,668.0,187,240.0,0,6845.0,32,39,191.0,239,6.0,2,6209,S1,10.0
6147,SC,M,399.0,221,302.0,0,10150.0,0,88,266.0,259,13.90909091,1,2101,T2,24.0
14276,CA,F,3200.0,267,338.0,87,11115.0,36,43,292.0,325,13.2,0,2801,U2,15.0
120166,TX,F,289.0,171,283.0,0,9765.0,3,83,226.0,224,9.214285714,28,2608,R3,12.0
156817,CA,F,1796.0,266,337.0,33,10720.0,48,32,271.0,334,20.0,0,0,U2,20.0
35476,FL,M,625.0,259,309.0,0,11072.0,17,16,282.0,299,17.14285714,1,3609,C3,25.0
155382,CA,F,978.0,290,381.0,6,13490.0,9,50,324.0,349,15.85,0,3301,U2,30.0
104049,MO,M,367.0,159,222.0,0,8893.0,0,63,186.0,193,3.166666667,0,0,R3,3.0
112461,AR,M,376.0,178,256.0,3,8246.0,0,57,195.0,231,9.411764706,1,2401,R3,10.0
79580,WI,F,937.0,321,545.0,7,18567.0,13,52,441.0,433,15.0,2,201,U1,21.0
86528,ND,F,675.0,272,358.0,1,13135.0,1,81,310.0,301,3.083333333,2,0,T2,3.0
107658,NE,F,232.0,197,280.0,0,9480.0,1,81,259.0,229,6.928571429,28,0,R2,10.0
69537,MI,F,545.0,364,416.0,0,11401.0,2,89,382.0,400,8.6,0,2801,R2,15.0
81284,WI,F,458.0,228,318.0,0,10731.0,4,82,270.0,276,13.4,2,4308,C2,25.0
32475,FL,M,814.0,271,324.0,3,10488.0,2,52,268.0,312,16.4,1,0,T2,20.0
104505,KS,F,671.0,320,376.0,0,12950.0,0,57,340.0,349,10.0,2,3801,R2,25.0
13483,WI,F,452.0,293,371.0,0,10979.0,0,91,316.0,339,6.34,0,0,R3,17.0
1042,OR,M,826.0,314,426.0,7,14958.0,3,34,348.0,390,9.1875,1,810,T1,8.0
28337,GA,M,860.0,324,375.0,0,15491.0,15,35,351.0,346,11.33333333,1,2801,S2,20.0
67808,MI,F,185.0,277,286.0,0,10788.0,8,63,283.0,312,8.787878788,0,2207,U4,10.0
35017,FL,M,576.0,200,324.0,0,12518.0,8,12,280.0,244,12.90909091,2,2101,T2,10.0
10973,CA,M,2431.0,563,660.0,75,24290.0,8,59,579.0,655,10.89473684,1,2305,T1,12.0
67030,MI,M,388.0,364,433.0,0,12601.0,2,70,410.0,413,33.33333333,1,0,S3,50.0
122279,TX,F,1680.0,884,935.0,20,27875.0,7,36,878.0,943,5.076923077,2,4903,U4,5.0
18802,NC,M,1128.0,409,481.0,3,15936.0,2,67,467.0,442,14.5,1,5101,T2,20.0
90092,IL,F,916.0,434,457.0,0,12450.0,7,82,421.0,458,18.46153846,2,3905,S2,10.0
98821,IL,F,340.0,185,275.0,0,10719.0,3,78,228.0,235,9.0,0,2601,T2,10.0
116186,TX,M,711.0,322,378.0,1,12630.0,1,76,353.0,360,11.95454546,1,4212,R2,10.0
18359,NC,female,412.0,215,315.0,0,9706.0,0,94,259.0,271,6.444444444,28,0,R3,10.0
128970,TX,F,893.0,443,527.0,2,17519.0,6,57,463.0,508,9.25,28,0,S1,14.0
172635,CA,M,644.0,191,272.0,3,9569.0,8,57,222.0,243,11.44444444,0,0,T3,16.0
106508,KS,F,440.0,219,288.0,0,10985.0,9,41,261.0,260,12.0,2,1401,T1,20.0
81067,WI,F,363.0,76,158.0,0,9086.0,2,67,127.0,115,15.0,0,0,C3,15.0
169106,California,F,1745.0,397,521.0,20,18427.0,9,80,512.0,485,8.0,2,4501,T2,5.0
106898,NE,F,672.0,302,449.0,0,14981.0,2,58,416.0,348,6.631578947,0,3801,S2,5.0
24747,SC,F,1419.0,661,741.0,16,23212.0,4,26,697.0,700,9.0,0,4405,S1,15.0
144906,California,U,3781.0,494,606.0,95,22770.0,10,46,609.0,543,20.0,1,2501,U1,20.0
40516,FL,F,1938.0,483,807.0,48,47363.0,2,4,787.0,629,12.33333333,0,1509,C1,21.0
172530,California,F,1495.0,323,351.0,22,14923.0,4,57,334.0,348,5.714285714,0,3601,T1,7.0
72438,MI,M,561.0,351,373.0,0,13150.0,1,89,353.0,368,8.75,1,1701,T2,10.0
144076,California,M,5980.0,1500,1217.0,99,94863.0,27,41,1500.0,1124,38.75,1,1201,S1,50.0
130609,CO,M,1412.0,499,606.0,14,24758.0,3,46,601.0,538,12.0,1,1404,S1,16.0
43974,FL,M,1869.0,452,640.0,44,29990.0,6,9,542.0,553,3.818181818,2,4601,S2,5.0
32709,FL,F,556.0,229,280.0,0,12960.0,4,39,272.0,258,13.25,0,5601,C2,15.0
187298,SC,,1015.0,478,533.0,0,17763.0,14,40,500.0,516,7.0,0,0,S1,10.0
50905,TN,F,736.0,331,432.0,1,16926.0,1,61,390.0,379,8.666666667,28,2301,S2,16.0
55552,MS,M,363.0,156,244.0,0,7079.0,0,91,193.0,214,8.4,2,3203,R3,20.0
28550,GA,F,803.0,423,508.0,0,19029.0,9,51,512.0,467,11.66666667,28,5204,S2,15.0
158460,California,F,1818.0,258,350.0,28,10324.0,35,36,316.0,299,13.7,0,2910,U3,15.0
56449,KY,F,640.0,381,450.0,0,15499.0,0,82,414.0,403,6.928571429,0,0,R2,5.0
133315,WA,F,698.0,355,416.0,1,13184.0,1,34,377.0,393,8.5,0,3603,T2,10.0
164251,California,F,1449.0,378,470.0,4,16190.0,6,46,439.0,395,15.0,0,4001,S2,5.0
149626,NV,,1557.0,290,361.0,17,13837.0,5,6,311.0,342,10.5,0,0,S1,10.0
123805,TX,F,518.0,223,302.0,1,10041.0,4,70,256.0,273,4.583333333,2,2801,R2,7.0
156077,California,F,1180.0,232,307.0,9,7582.0,20,40,248.0,277,9.666666667,0,5601,T2,15.0
183858,WA,male,511.0,268,354.0,0,12388.0,2,56,309.0,317,16.0,1,4801,R2,25.0
164217,California,M,2869.0,630,745.0,74,24945.0,6,46,668.0,686,14.16666667,0,4011,T1,25.0
169973,California,F,1514.0,325,517.0,17,18572.0,3,53,451.0,439,11.4,2,4001,R1,15.0
15066,NC,female,444.0,260,341.0,0,11387.0,0,87,296.0,288,8.958333333,2,4601,R3,10.0
64467,IN,F,444.0,270,364.0,0,13896.0,1,39,318.0,310,12.69230769,0,4801,R2,12.0
133814,ID,M,654.0,250,366.0,3,13433.0,2,32,306.0,312,18.71428571,2,2412,T2,25.0
31852,FL,F,985.0,480,506.0,0,15195.0,3,25,495.0,487,15.2,0,4802,S1,26.0
82610,MN,J,280.0,249,304.0,0,10337.0,0,86,282.0,277,3.6,0,2308,S2,5.0
34319,FL,M,714.0,390,507.0,0,18391.0,5,30,465.0,437,50.0,0,3001,C1,25.0
152527,California,F,1854.0,289,402.0,37,11567.0,9,50,377.0,339,23.0,28,4501,C2,23.0
178290,WA,male,0.0,0,0.0,0,0.0,0,0,0.0,0,5.375,1,0,S1,6.0
153818,California,F,2780.0,574,677.0,86,29871.0,5,14,587.0,653,9.828571429,0,0,S1,10.0
152641,California,F,1538.0,319,351.0,1,11046.0,11,43,305.0,349,30.0,0,0,S3,50.0
161691,California,F,1528.0,327,391.0,8,13190.0,17,51,358.0,370,19.16666667,0,3401,C2,25.0
8404,TX,U,605.0,272,364.0,1,10897.0,5,73,313.0,335,37.2,0,1501,R2,10.0
88119,IL,F,1165.0,391,533.0,0,22667.0,3,82,518.0,454,7.0,28,3001,S1,10.0
122167,TX,F,439.0,255,294.0,0,9346.0,33,49,262.0,303,12.4,0,0,C2,10.0
106639,NE,F,681.0,387,477.0,0,13753.0,1,47,422.0,428,15.0,0,2001,S1,15.0
153450,California,,1865.0,256,362.0,44,16069.0,13,36,295.0,317,24.5,0,0,U3,47.0
120107,TX,M,225.0,157,263.0,0,8947.0,1,81,204.0,217,18.08333333,1,1803,R3,26.0
72617,MI,M,258.0,216,274.0,0,8231.0,0,65,244.0,245,5.454545455,2,0,R3,9.0
155541,California,M,2236.0,546,620.0,59,19923.0,9,57,563.0,612,9.785714286,0,3410,T1,10.0
77107,WI,male,1438.0,619,801.0,19,30386.0,6,67,691.0,744,11.7,0,4306,S1,14.0
186016,TN,M,403.0,209,244.0,0,9078.0,0,79,223.0,213,8.619047619,1,0,R2,10.0
152053,California,F,3071.0,626,746.0,76,24844.0,3,51,694.0,704,12.53333333,2,5305,S1,25.0
12880,FL,M,1442.0,369,488.0,32,26462.0,7,4,394.0,445,7.846153846,1,1401,C1,10.0
16099,NC,female,660.0,282,335.0,1,10743.0,0,81,291.0,327,5.5,0,2701,R2,12.0
166337,California,M,5813.0,1221,1191.0,98,60492.0,8,52,1302.0,1077,15.0,1002,5401,S1,15.0
142495,California,F,2250.0,340,444.0,60,19170.0,35,28,375.0,379,11.4,28,0,U1,21.0
66891,MI,U,1115.0,512,619.0,4,20171.0,3,64,582.0,517,3.857142857,0,0,S1,5.0
118673,TX,F,761.0,321,354.0,2,12145.0,2,76,347.0,351,10.81818182,0,0,R2,10.0
168389,California,F,2930.0,372,491.0,91,24747.0,19,49,454.0,456,15.0,28,0,U1,20.0
14982,California,F,3370.0,342,401.0,94,15765.0,22,40,346.0,356,16.06666667,0,0,U1,15.0
185925,MN,M,966.0,418,569.0,3,22845.0,7,58,463.0,479,7.363636364,1,4701,C1,10.0
144393,California,F,2024.0,352,427.0,51,11885.0,24,43,400.0,392,8.631578947,0,1909,U2,15.0
4907,MT,female,553.0,238,323.0,0,12885.0,2,56,381.0,270,13.65909091,2,0,C2,22.0
99298,MO,M,703.0,314,376.0,0,12799.0,0,78,357.0,350,16.5,1,4001,S2,32.0
187532,FL,M,1286.0,500,551.0,9,19082.0,14,8,502.0,542,15.0,1,0,T1,15.0
119496,TX,F,758.0,390,461.0,4,14397.0,4,56,397.0,448,7.857142857,0,0,S1,5.0
169919,California,F,657.0,169,254.0,2,9583.0,3,59,216.0,220,8.666666667,0,4801,T2,20.0
106963,NE,M,581.0,315,411.0,0,16473.0,1,57,368.0,378,10.85714286,1,6102,S2,15.0
145838,California,U,2019.0,406,512.0,52,12623.0,29,39,423.0,478,20.0,0,0,S1,8.0
150624,California,M,1247.0,321,385.0,8,10994.0,22,48,358.0,357,7.376458333,1,0,S2,8.0
182144,FL,F,559.0,229,278.0,0,8359.0,1,44,277.0,244,7.136363636,0,5208,S2,7.0
135449,AZ,M,687.0,369,403.0,0,9781.0,6,37,375.0,390,7.181818182,1,4801,S2,10.0
49743,AL,Male,582.0,217,375.0,2,12588.0,1,59,363.0,275,16.0,1,1901,T2,22.0
65500,MI,M,690.0,419,490.0,0,15715.0,1,19,451.0,468,12.33333333,1,7001,S1,15.0
172420,California,F,988.0,169,344.0,9,9190.0,5,67,246.0,247,6.25,0,6601,C2,6.0
7494,California,F,1500.0,282,382.0,4,13859.0,10,42,353.0,332,5.24,0,2301,C2,6.0
149498,California,J,5742.0,1289,1119.0,99,64190.0,27,35,1369.0,1085,21.66666667,4002,3803,S1,20.0
169780,California,,1650.0,219,319.0,18,12994.0,18,56,225.0,304,12.5,0,0,C2,10.0
70944,MI,F,357.0,205,303.0,0,9192.0,3,81,268.0,260,20.0,0,7501,T2,20.0
117230,TX,M,406.0,186,203.0,0,8797.0,8,67,226.0,183,5.7,1,801,C3,11.0
50427,TN,F,871.0,464,539.0,0,18279.0,3,47,501.0,503,9.1,28,5406,T2,15.0
43998,FL,M,768.0,256,385.0,4,13696.0,6,22,310.0,323,16.75,1,2108,C2,22.0
71255,MI,M,458.0,231,323.0,0,12539.0,4,86,241.0,308,12.16666667,2,1511,T1,13.0
63308,IN,M,485.0,344,422.0,0,17697.0,0,76,382.0,402,8.0,1,2301,C2,10.0
82196,MN,F,405.0,212,309.0,0,9715.0,1,81,267.0,261,5.923076923,0,2001,R2,5.0
114820,MO,F,459.0,240,299.0,1,9637.0,1,71,253.0,272,6.294117647,28,0,T2,10.0
176781,OR,M,811.0,324,463.0,4,16399.0,5,38,394.0,395,8.75,0,3101,C1,10.0
20438,NC,M,509.0,248,282.0,0,9114.0,4,38,254.0,288,7.142857143,1,2601,T2,10.0
91879,IL,F,1030.0,375,585.0,0,17204.0,5,65,553.0,473,12.0,0,0,S2,20.0
92443,IL,F,881.0,392,437.0,0,14377.0,3,90,393.0,414,6.153846154,2,0,S2,10.0
168189,California,M,2794.0,637,678.0,93,23035.0,11,54,630.0,671,8.0,1,5001,U1,15.0
148998,California,,3233.0,684,781.0,95,26104.0,8,50,753.0,714,16.81818182,1,4709,C1,25.0
186292,California,M,931.0,155,222.0,9,7968.0,20,46,192.0,180,5.571428571,1,509,C2,10.0
75180,IA,F,529.0,317,326.0,0,12494.0,3,76,340.0,319,10.5,28,4409,C2,15.0
88596,IL,F,1897.0,406,664.0,44,26951.0,15,67,519.0,476,10.0,28,912,U1,14.0
155266,California,F,641.0,123,279.0,3,8046.0,37,38,168.0,236,9.462962963,0,0,C3,11.0
13622,FL,M,715.0,247,342.0,2,15360.0,4,11,283.0,317,14.86666667,0,3201,S2,10.0
189853,MS,female,440.0,205,280.0,0,8314.0,0,63,238.0,249,7.166666667,1002,4306,0,8.0
175708,OR,M,532.0,436,428.0,0,12734.0,0,42,436.0,486,25.0,1,4201,S2,30.0
182243,WA,F,876.0,335,481.0,18,15179.0,6,31,409.0,426,8.3,0,3605,S2,10.0
171566,California,M,1175.0,272,396.0,7,12987.0,4,68,318.0,376,10.25,1,2201,T2,15.0
156266,California,F,3921.0,413,583.0,87,21648.0,10,55,410.0,575,13.57142857,0,3701,R1,20.0
41604,FL,F,919.0,413,532.0,0,17653.0,14,26,538.0,446,8.307692308,0,2401,S1,10.0
187678,NY,F,625.0,266,330.0,0,10031.0,2,68,276.0,316,5.222222222,0,0,S2,5.0
42165,FL,M,734.0,310,399.0,1,12868.0,3,45,348.0,365,16.5,0,0,T2,10.0
24507,SC,M,468.0,228,326.0,0,10910.0,1,84,300.0,278,21.5,1,3411,R2,25.0
44657,FL,M,583.0,302,362.0,0,13351.0,9,32,317.0,343,4.0,1002,4201,T2,5.0
10554,IL,M,314.0,206,280.0,0,10245.0,0,90,224.0,236,13.33333333,2,0,R3,20.0
33192,FL,F,671.0,341,385.0,0,12982.0,2,39,354.0,363,6.25,0,3501,C2,10.0
76470,IA,M,550.0,288,349.0,0,13538.0,1,82,344.0,303,9.642857143,1002,3307,T2,10.0
67075,MI,F,609.0,410,540.0,0,23275.0,1,72,551.0,490,13.23076923,2,4601,S2,18.0
169827,California,F,1650.0,397,479.0,19,15002.0,14,60,404.0,477,15.0,0,4801,S2,21.0
38734,FL,F,1979.0,350,738.0,50,42356.0,22,6,640.0,526,16.0,0,709,C1,26.0
65245,MI,F,473.0,302,409.0,0,13445.0,8,82,364.0,319,10.83333333,2,3101,U3,10.0
186396,AL,Male,679.0,277,347.0,0,13133.0,4,50,295.0,317,13.14285714,0,4311,T2,20.0
54160,TN,F,475.0,226,261.0,0,8709.0,0,73,260.0,241,15.0,0,2801,R3,10.0
178826,CO,,872.0,418,482.0,1,15287.0,5,40,424.0,458,10.83333333,0,5102,S1,20.0
7507,IL,M,1075.0,366,455.0,0,14394.0,1,90,449.0,373,10.10526316,1,2504,S2,10.0
4150,MO,F,580.0,310,374.0,0,12273.0,2,75,322.0,347,10.75,0,4412,C2,14.0
120041,TX,F,442.0,252,390.0,0,12929.0,2,69,341.0,325,6.285714286,2,5901,T2,8.0
51486,TN,M,325.0,119,210.0,0,8856.0,2,78,133.0,188,6.363636364,2,2805,C3,6.0
173348,California,M,1276.0,423,521.0,7,17032.0,5,51,524.0,497,5.5,28,2701,T2,8.0
74669,MI,F,438.0,267,314.0,0,10329.0,1,75,302.0,287,12.25,0,0,R2,20.0
64430,IN,F,386.0,258,358.0,1,12513.0,0,75,301.0,313,11.66666667,0,0,R2,13.0
156485,California,F,2433.0,403,502.0,86,18284.0,18,41,459.0,449,6.266666667,0,4101,U1,10.0
39935,FL,M,1464.0,305,472.0,7,22648.0,11,13,413.0,377,4.0,0,6001,C3,4.0
50187,TN,U,1052.0,482,541.0,9,20492.0,1,44,499.0,516,20.0,0,0,C1,20.0
26254,GA,F,998.0,488,602.0,21,29540.0,5,51,550.0,581,6.25,0,6801,C1,10.0
30433,GA,F,821.0,390,526.0,1,19734.0,2,58,475.0,425,17.1875,28,2201,C1,15.0
189373,California,F,2300.0,311,375.0,68,16133.0,27,42,345.0,350,5.533333333,0,1804,U2,15.0
91756,IL,M,1852.0,550,614.0,34,17690.0,7,86,561.0,602,7.368421053,2,5810,T1,7.0
182279,WA,F,663.0,205,277.0,0,10959.0,12,41,220.0,234,13.24,0,6201,C3,20.0
122465,TX,F,2056.0,906,957.0,52,29903.0,4,28,924.0,931,7.2,0,4501,C1,8.0
24666,SC,M,916.0,416,468.0,2,14496.0,1,72,435.0,444,10.9,1,5201,T2,15.0
19664,NC,M,2282.0,908,980.0,62,42236.0,12,34,945.0,938,18.0,1,2301,S1,10.0
162228,California,F,2883.0,501,649.0,89,34012.0,25,28,532.0,588,13.33333333,0,0,U1,25.0
76578,IA,M,637.0,379,407.0,0,12275.0,1,75,425.0,355,8.615384615,1,5602,C2,9.0
52740,TN,F,273.0,138,163.0,0,7089.0,0,75,150.0,152,7.604651163,0,1604,C3,8.0
159174,California,F,1709.0,368,454.0,13,14118.0,23,48,422.0,408,7.176470588,0,1504,C2,10.0
156903,California,M,2307.0,477,499.0,83,14345.0,13,58,478.0,490,3.214285714,1,3901,U2,3.0
177926,OR,M,691.0,263,360.0,2,12166.0,2,50,308.0,327,9.866666667,1,2604,R2,15.0
142057,NV,,2479.0,409,557.0,63,23023.0,7,10,456.0,500,11.6,0,904,T1,15.0
175637,OR,M,858.0,502,574.0,7,20867.0,6,52,505.0,555,15.0,1,4501,S1,20.0
32096,FL,M,351.0,205,254.0,0,8456.0,1,76,225.0,238,13.0,1,4501,R3,16.0
26946,GA,F,1672.0,722,770.0,17,29286.0,6,31,732.0,765,23.0,0,7001,0,30.0
160863,California,J,1069.0,267,369.0,0,11849.0,11,59,320.0,318,8.222222222,1002,0,C2,10.0
57162,KY,F,463.0,249,298.0,0,11621.0,1,88,265.0,308,11.5,0,5501,T2,20.0
12220,TN,M,470.0,245,348.0,0,12519.0,0,73,273.0,314,6.555555556,0,5301,T2,5.0
170563,California,F,1248.0,289,379.0,1,17282.0,6,47,348.0,346,7.5,0,3201,U3,5.0
79389,WI,male,492.0,316,339.0,0,12451.0,1,80,349.0,304,10.14285714,0,3101,T2,11.0
180752,WA,male,2800.0,368,528.0,62,25386.0,9,34,438.0,500,6.166666667,1,3901,C1,8.0
82701,MN,F,994.0,437,540.0,11,18133.0,4,72,488.0,491,10.0,2,6001,S1,25.0
158506,California,F,1654.0,159,313.0,20,8018.0,32,44,203.0,266,10.0,28,5201,U3,15.0
84708,MN,F,653.0,327,395.0,0,13079.0,0,25,364.0,350,17.0,28,3801,T2,25.0
103543,MO,M,402.0,162,241.0,0,9434.0,0,65,192.0,210,9.214285714,1,1908,R3,11.0
164175,California,F,1914.0,351,437.0,46,18951.0,6,51,399.0,392,9.090909091,2,0,R2,15.0
145120,California,F,5619.0,572,995.0,97,43978.0,6,33,942.0,649,12.54545455,28,3707,U1,10.0
55358,MS,female,426.0,139,156.0,2,4437.0,1,94,130.0,169,15.83333333,0,4808,C3,30.0
26665,GA,M,670.0,268,383.0,3,13147.0,1,76,321.0,336,7.375,1,0,T3,30.0
42279,FL,F,400.0,216,279.0,1,9840.0,4,36,242.0,247,5.6,28,3301,T3,5.0
148354,California,,2206.0,574,562.0,72,12225.0,39,40,567.0,583,8.428571429,0,0,S1,8.0
123822,TN,F,535.0,269,375.0,1,14661.0,1,72,318.0,328,7.6,0,0,S1,10.0
22038,NC,M,444.0,222,291.0,1,10074.0,1,73,259.0,259,9.95,1,4401,R3,10.0
185024,MN,F,476.0,202,304.0,0,10581.0,2,80,274.0,236,23.85294118,0,605,R2,8.0
129600,CO,F,593.0,256,399.0,0,37734.0,7,55,298.0,336,13.0,0,3705,U4,20.0
107613,California,M,2238.0,580,605.0,75,18247.0,9,50,602.0,587,3.25,0,0,R2,7.0
165302,California,,2811.0,524,645.0,72,23861.0,8,60,577.0,599,11.08333333,0,2207,C1,20.0
152990,California,F,1775.0,445,469.0,14,15256.0,13,46,443.0,490,10.0,0,6101,C2,20.0
88766,IL,M,2549.0,715,839.0,69,28878.0,15,70,757.0,786,11.0,1,4709,S1,15.0
4522,California,M,2356.0,523,615.0,83,21871.0,8,49,560.0,560,16.09090909,1,1402,S1,20.0
32350,FL,M,913.0,256,338.0,5,14424.0,7,16,289.0,309,13.0,0,1809,R1,20.0
74774,AR,M,500.0,245,314.0,3,12271.0,1,81,308.0,304,15.0,0,0,C1,21.0
67475,MI,F,687.0,111,172.0,0,6615.0,7,65,90.0,171,5.222222222,28,6201,C3,5.0
104267,KS,M,284.0,231,299.0,0,9838.0,0,83,258.0,269,4.4375,0,0,R2,5.0
131031,CO,F,678.0,155,306.0,0,8675.0,3,34,242.0,196,8.105263158,2,604,C2,18.0
158058,California,M,1685.0,430,540.0,16,15765.0,19,33,479.0,449,7.611111111,0,4307,U3,5.0
181755,WA,F,1461.0,313,464.0,20,20659.0,7,31,342.0,411,5.0,2,0,C1,5.0
181412,WA,male,538.0,227,308.0,1,10590.0,1,61,252.0,278,5.0,1,3301,R2,5.0
185602,WI,F,400.0,232,315.0,0,10504.0,1,86,279.0,264,9.533333333,28,0,R2,10.0
23603,SC,M,824.0,348,400.0,0,14663.0,2,40,371.0,365,12.5,1,5801,S2,25.0
112943,OK,F,855.0,345,560.0,10,17869.0,2,64,384.0,508,8.729166667,2,3601,T1,12.0
44853,FL,M,578.0,246,323.0,0,14121.0,3,13,323.0,275,10.64285714,1,2912,C3,12.0
83094,MN,F,699.0,246,319.0,0,11020.0,1,81,254.0,304,13.6,0,1211,T2,20.0
148166,California,F,5372.0,673,892.0,97,44570.0,16,42,845.0,801,18.75,0,0,S1,20.0
101113,MO,F,839.0,456,485.0,2,14713.0,1,65,465.0,475,9.625,0,5801,C2,10.0
101889,MO,F,662.0,424,456.0,0,13377.0,0,79,436.0,444,13.5,0,5111,S2,16.0
58808,KY,F,575.0,228,327.0,1,12600.0,0,72,299.0,261,10.5,0,1401,T2,10.0
85498,MN,F,281.0,176,235.0,0,7683.0,0,86,207.0,208,5.909090909,0,0,R3,10.0
153864,California,F,3370.0,763,871.0,88,32072.0,16,33,824.0,824,9.888888889,0,5201,S1,20.0
145496,California,M,2803.0,555,620.0,88,17655.0,15,52,616.0,546,12.2,1,5111,U1,22.0
27566,GA,M,601.0,249,306.0,1,11235.0,4,67,274.0,286,15.0,0,0,C3,30.0
38031,FL,M,828.0,401,451.0,0,13716.0,31,31,396.0,451,12.5,1,5801,S2,10.0
130756,CO,,2408.0,906,961.0,65,42897.0,5,25,952.0,924,15.0,0,4701,T1,20.0
87281,MT,,445.0,192,275.0,0,9747.0,1,57,242.0,244,7.3,0,0,R2,8.0
16863,NC,female,951.0,307,487.0,11,17187.0,6,39,427.0,370,15.0,2,3301,C1,50.0
20065,NC,,722.0,327,371.0,0,13168.0,6,25,325.0,374,20.85714286,28,5301,T2,40.0
142554,California,M,1811.0,350,466.0,33,18591.0,12,52,405.0,440,13.75,0,1601,U2,15.0
10789,MN,F,534.0,284,351.0,0,11303.0,2,83,321.0,308,5.290322581,2,2309,R2,3.0
64224,IN,F,866.0,443,472.0,3,10484.0,1,57,453.0,454,12.83333333,0,3811,T1,20.0
6695,IL,M,471.0,299,347.0,0,14658.0,0,87,334.0,303,5.647058824,0,6609,C2,6.0
139799,NM,F,987.0,405,599.0,4,20940.0,8,42,544.0,490,25.0,0,5301,T1,25.0
1254,TX,M,1102.0,613,676.0,0,20557.0,4,46,639.0,648,25.0,1,4801,S1,30.0
1549,California,M,5863.0,1500,1150.0,98,174523.0,20,40,1500.0,1146,50.0,0,1604,S1,50.0
2159,SD,F,198.0,193,256.0,0,8898.0,1,48,211.0,237,9.266666667,2,1901,R2,9.0
80903,WI,male,658.0,305,376.0,3,13284.0,0,74,318.0,353,6.318181818,1002,6206,T1,15.0
