,controln,state,gender,medianhv,ic1,ic4,hvp1,percapita,pobc1,pobc2,ic2,ic3,avggift,tcode,dob,domain,target_d
250,128643,TX,Male,298.0,268,303.0,0,9838.0,3,75,281.0,267,6.625,1,2809,C3,4.0
251,116420,TX,Male,1951.0,807,896.0,49,31111.0,6,32,838.0,870,9.333333333,0,0,S1,20.0
252,35101,FL,Male,1434.0,388,577.0,25,18405.0,3,37,479.0,513,18.0,1,1911,S1,20.0
253,75474,IA,Male,206.0,229,288.0,0,9248.0,0,86,251.0,267,11.66666667,0,0,R3,15.0
254,785,MI,Male,613.0,146,349.0,0,13209.0,39,42,267.0,209,17.5,0,4507,C1,18.0
255,27624,GA,Female,991.0,493,548.0,3,17344.0,2,46,506.0,532,7.769230769,2,3701,T1,8.0
256,73754,MI,Female,900.0,343,465.0,0,16254.0,3,74,420.0,386,13.31818182,0,1801,S1,25.0
257,141189,NV,Female,1163.0,468,548.0,7,18824.0,3,26,493.0,511,53.0,0,0,S2,25.0
258,1544,HI,Female,3260.0,509,581.0,87,19165.0,19,52,542.0,552,13.0,28,5201,S1,10.0
259,124149,TX,Male,430.0,237,320.0,0,10269.0,1,82,283.0,281,12.0,0,1801,T2,14.0
260,85890,SD,Female,167.0,214,290.0,0,9452.0,0,85,273.0,247,14.41176471,2,0,R3,20.0
261,37005,FL,Female,1380.0,260,371.0,14,13011.0,8,26,325.0,299,7.875,0,0,T2,11.0
262,166324,CA,Unknown,3357.0,284,447.0,73,24240.0,15,33,455.0,343,11.85714286,0,0,U1,19.0
263,13448,CA,Female,1518.0,150,218.0,13,5043.0,64,27,171.0,208,5.055555556,28,3001,U4,5.0
264,180428,WA,Male,1390.0,426,470.0,12,15022.0,3,63,430.0,463,18.0,1,4811,T2,20.0
265,12517,MO,Male,1224.0,575,611.0,7,18029.0,2,77,577.0,608,2.8125,1,3201,S1,1.0
266,99246,IL,Female,182.0,171,278.0,0,9240.0,0,64,217.0,242,10.26666667,0,2201,R3,20.0
267,174760,OR,Female,786.0,419,466.0,1,15010.0,1,59,452.0,444,4.555555556,2,2501,T2,5.0
268,124379,TX,Male,308.0,161,219.0,0,6576.0,10,72,186.0,204,4.5,1,4401,0,5.0
269,176862,OR,Female,1074.0,232,309.0,15,15070.0,1,18,252.0,294,10.04347826,2,0,T2,20.0
270,188986,AZ,Male,885.0,367,454.0,12,21767.0,8,1,408.0,417,9.714285714,1,2101,C2,9.0
271,148906,CA,Female,2375.0,371,363.0,71,15361.0,21,39,363.0,411,4.142857143,0,6201,C2,6.0
272,109646,LA,Male,657.0,265,325.0,3,12509.0,0,87,293.0,303,9.472222222,1,5201,T3,10.0
273,62295,IN,Female,581.0,369,383.0,0,12835.0,7,70,372.0,369,25.5,0,5601,C2,20.0
274,162650,CA,Male,3010.0,410,559.0,93,19149.0,20,56,518.0,431,8.333333333,1,0,S1,5.0
275,99836,MO,Male,548.0,262,342.0,0,12621.0,0,96,355.0,298,15.0,1,3101,S3,21.0
276,33994,FL,Male,819.0,348,459.0,3,15958.0,1,47,388.0,421,7.090909091,1,5304,T2,6.0
277,93432,IL,Female,613.0,212,355.0,0,11792.0,1,60,245.0,294,6.0,28,0,U3,11.0
278,62786,IN,Female,431.0,280,347.0,0,11052.0,0,62,314.0,310,8.235294118,2,3501,R2,11.0
279,44634,FL,Male,710.0,254,391.0,6,15970.0,4,30,287.0,325,7.285714286,1,3701,C2,10.0
280,146914,CA,Female,3673.0,515,725.0,97,31773.0,10,39,675.0,589,6.5,0,5401,U1,10.0
281,70079,MI,Female,365.0,98,330.0,0,9470.0,0,53,310.0,221,15.0,2,4701,C3,15.0
282,24871,SC,Female,682.0,366,498.0,2,14538.0,3,63,464.0,421,9.666666667,2,4401,T2,16.0
283,150660,UT,Female,901.0,327,437.0,1,17854.0,8,61,336.0,411,10.20588235,0,4601,U1,12.0
284,169700,California,Male,1676.0,371,372.0,9,13231.0,6,69,336.0,398,5.571428571,1,0,C2,25.0
285,63542,IN,Female,445.0,332,423.0,0,13662.0,0,78,398.0,370,14.55555556,0,4801,T2,26.0
286,125164,TX,Female,588.0,316,381.0,0,14293.0,5,85,383.0,344,22.6,2,1601,S2,50.0
287,65634,MI,Female,413.0,95,231.0,0,9020.0,12,46,171.0,123,10.16666667,0,801,C3,12.0
288,59285,IN,Female,522.0,225,403.0,0,13669.0,1,84,349.0,326,12.0,2,5101,T3,10.0
289,78802,WI,Unknown,667.0,293,422.0,0,17527.0,5,68,385.0,334,15.0,1002,1301,S2,15.0
290,186460,WI,Female,303.0,175,253.0,0,7115.0,1,76,217.0,219,10.375,2,0,R3,20.0
291,114579,OK,Male,633.0,399,517.0,0,17637.0,0,63,442.0,439,13.16666667,1,2112,C1,10.0
292,23184,SC,Female,391.0,214,269.0,0,9853.0,0,77,243.0,242,14.0,0,0,C3,10.0
293,125289,TX,Female,707.0,246,327.0,0,15322.0,13,63,283.0,291,5.25,0,1802,S2,7.0
294,10502,MI,Male,1179.0,464,501.0,2,15910.0,2,82,496.0,462,13.46666667,0,0,T2,15.0
295,46844,AL,Male,453.0,219,299.0,0,9654.0,0,90,264.0,263,7.0,0,0,R3,10.0
296,162814,CA,Male,3365.0,544,621.0,94,27608.0,8,59,525.0,655,6.2,1,3701,U1,10.0
297,89653,IL,Male,1315.0,328,472.0,9,15767.0,5,64,384.0,398,4.818181818,0,1708,C2,3.0
298,170818,CA,Female,668.0,187,240.0,0,6845.0,32,39,191.0,239,6.0,2,6209,S1,10.0
299,6147,SC,Male,399.0,221,302.0,0,10150.0,0,88,266.0,259,13.90909091,1,2101,T2,24.0
300,14276,CA,Female,3200.0,267,338.0,87,11115.0,36,43,292.0,325,13.2,0,2801,U2,15.0
301,120166,TX,Female,289.0,171,283.0,0,9765.0,3,83,226.0,224,9.214285714,28,2608,R3,12.0
302,156817,CA,Female,1796.0,266,337.0,33,10720.0,48,32,271.0,334,20.0,0,0,U2,20.0
303,35476,FL,Male,625.0,259,309.0,0,11072.0,17,16,282.0,299,17.14285714,1,3609,C3,25.0
304,155382,CA,Female,978.0,290,381.0,6,13490.0,9,50,324.0,349,15.85,0,3301,U2,30.0
305,104049,MO,Male,367.0,159,222.0,0,8893.0,0,63,186.0,193,3.166666667,0,0,R3,3.0
306,112461,AR,Male,376.0,178,256.0,3,8246.0,0,57,195.0,231,9.411764706,1,2401,R3,10.0
307,79580,WI,Female,937.0,321,545.0,7,18567.0,13,52,441.0,433,15.0,2,201,U1,21.0
308,86528,ND,Female,675.0,272,358.0,1,13135.0,1,81,310.0,301,3.083333333,2,0,T2,3.0
309,107658,NE,Female,232.0,197,280.0,0,9480.0,1,81,259.0,229,6.928571429,28,0,R2,10.0
310,69537,MI,Female,545.0,364,416.0,0,11401.0,2,89,382.0,400,8.6,0,2801,R2,15.0
311,81284,WI,Female,458.0,228,318.0,0,10731.0,4,82,270.0,276,13.4,2,4308,C2,25.0
312,32475,FL,Male,814.0,271,324.0,3,10488.0,2,52,268.0,312,16.4,1,0,T2,20.0
313,104505,KS,Female,671.0,320,376.0,0,12950.0,0,57,340.0,349,10.0,2,3801,R2,25.0
314,13483,WI,Female,452.0,293,371.0,0,10979.0,0,91,316.0,339,6.34,0,0,R3,17.0
315,1042,OR,Male,826.0,314,426.0,7,14958.0,3,34,348.0,390,9.1875,1,810,T1,8.0
316,28337,GA,Male,860.0,324,375.0,0,15491.0,15,35,351.0,346,11.33333333,1,2801,S2,20.0
317,67808,MI,Female,185.0,277,286.0,0,10788.0,8,63,283.0,312,8.787878788,0,2207,U4,10.0
318,35017,FL,Male,576.0,200,324.0,0,12518.0,8,12,280.0,244,12.90909091,2,2101,T2,10.0
319,10973,CA,Male,2431.0,563,660.0,75,24290.0,8,59,579.0,655,10.89473684,1,2305,T1,12.0
320,67030,MI,Male,388.0,364,433.0,0,12601.0,2,70,410.0,413,33.33333333,1,0,S3,50.0
321,122279,TX,Female,1680.0,884,935.0,20,27875.0,7,36,878.0,943,5.076923077,2,4903,U4,5.0
322,18802,NC,Male,1128.0,409,481.0,3,15936.0,2,67,467.0,442,14.5,1,5101,T2,20.0
323,90092,IL,Female,916.0,434,457.0,0,12450.0,7,82,421.0,458,18.46153846,2,3905,S2,10.0
324,98821,IL,Female,340.0,185,275.0,0,10719.0,3,78,228.0,235,9.0,0,2601,T2,10.0
325,116186,TX,Male,711.0,322,378.0,1,12630.0,1,76,353.0,360,11.95454546,1,4212,R2,10.0
326,18359,NC,Female,412.0,215,315.0,0,9706.0,0,94,259.0,271,6.444444444,28,0,R3,10.0
327,128970,TX,Female,893.0,443,527.0,2,17519.0,6,57,463.0,508,9.25,28,0,S1,14.0
328,172635,CA,Male,644.0,191,272.0,3,9569.0,8,57,222.0,243,11.44444444,0,0,T3,16.0
329,106508,KS,Female,440.0,219,288.0,0,10985.0,9,41,261.0,260,12.0,2,1401,T1,20.0
330,81067,WI,Female,363.0,76,158.0,0,9086.0,2,67,127.0,115,15.0,0,0,C3,15.0
331,169106,California,Female,1745.0,397,521.0,20,18427.0,9,80,512.0,485,8.0,2,4501,T2,5.0
332,106898,NE,Female,672.0,302,449.0,0,14981.0,2,58,416.0,348,6.631578947,0,3801,S2,5.0
333,24747,SC,Female,1419.0,661,741.0,16,23212.0,4,26,697.0,700,9.0,0,4405,S1,15.0
334,144906,California,Unknown,3781.0,494,606.0,95,22770.0,10,46,609.0,543,20.0,1,2501,U1,20.0
335,40516,FL,Female,1938.0,483,807.0,48,47363.0,2,4,787.0,629,12.33333333,0,1509,C1,21.0
336,172530,California,Female,1495.0,323,351.0,22,14923.0,4,57,334.0,348,5.714285714,0,3601,T1,7.0
337,72438,MI,Male,561.0,351,373.0,0,13150.0,1,89,353.0,368,8.75,1,1701,T2,10.0
338,144076,California,Male,5980.0,1500,1217.0,99,94863.0,27,41,1500.0,1124,38.75,1,1201,S1,50.0
339,130609,CO,Male,1412.0,499,606.0,14,24758.0,3,46,601.0,538,12.0,1,1404,S1,16.0
340,43974,FL,Male,1869.0,452,640.0,44,29990.0,6,9,542.0,553,3.818181818,2,4601,S2,5.0
341,32709,FL,Female,556.0,229,280.0,0,12960.0,4,39,272.0,258,13.25,0,5601,C2,15.0
342,187298,SC,Unknown,1015.0,478,533.0,0,17763.0,14,40,500.0,516,7.0,0,0,S1,10.0
343,50905,TN,Female,736.0,331,432.0,1,16926.0,1,61,390.0,379,8.666666667,28,2301,S2,16.0
344,55552,MS,Male,363.0,156,244.0,0,7079.0,0,91,193.0,214,8.4,2,3203,R3,20.0
345,28550,GA,Female,803.0,423,508.0,0,19029.0,9,51,512.0,467,11.66666667,28,5204,S2,15.0
346,158460,California,Female,1818.0,258,350.0,28,10324.0,35,36,316.0,299,13.7,0,2910,U3,15.0
347,56449,KY,Female,640.0,381,450.0,0,15499.0,0,82,414.0,403,6.928571429,0,0,R2,5.0
348,133315,WA,Female,698.0,355,416.0,1,13184.0,1,34,377.0,393,8.5,0,3603,T2,10.0
349,164251,California,Female,1449.0,378,470.0,4,16190.0,6,46,439.0,395,15.0,0,4001,S2,5.0
350,149626,NV,Unknown,1557.0,290,361.0,17,13837.0,5,6,311.0,342,10.5,0,0,S1,10.0
351,123805,TX,Female,518.0,223,302.0,1,10041.0,4,70,256.0,273,4.583333333,2,2801,R2,7.0
352,156077,California,Female,1180.0,232,307.0,9,7582.0,20,40,248.0,277,9.666666667,0,5601,T2,15.0
353,183858,WA,Male,511.0,268,354.0,0,12388.0,2,56,309.0,317,16.0,1,4801,R2,25.0
354,164217,California,Male,2869.0,630,745.0,74,24945.0,6,46,668.0,686,14.16666667,0,4011,T1,25.0
355,169973,California,Female,1514.0,325,517.0,17,18572.0,3,53,451.0,439,11.4,2,4001,R1,15.0
356,15066,NC,Female,444.0,260,341.0,0,11387.0,0,87,296.0,288,8.958333333,2,4601,R3,10.0
357,64467,IN,Female,444.0,270,364.0,0,13896.0,1,39,318.0,310,12.69230769,0,4801,R2,12.0
358,133814,ID,Male,654.0,250,366.0,3,13433.0,2,32,306.0,312,18.71428571,2,2412,T2,25.0
359,31852,FL,Female,985.0,480,506.0,0,15195.0,3,25,495.0,487,15.2,0,4802,S1,26.0
360,82610,MN,Unknown,280.0,249,304.0,0,10337.0,0,86,282.0,277,3.6,0,2308,S2,5.0
361,34319,FL,Male,714.0,390,507.0,0,18391.0,5,30,465.0,437,50.0,0,3001,C1,25.0
362,152527,California,Female,1854.0,289,402.0,37,11567.0,9,50,377.0,339,23.0,28,4501,C2,23.0
363,178290,WA,Male,0.0,0,0.0,0,0.0,0,0,0.0,0,5.375,1,0,S1,6.0
364,153818,California,Female,2780.0,574,677.0,86,29871.0,5,14,587.0,653,9.828571429,0,0,S1,10.0
365,152641,California,Female,1538.0,319,351.0,1,11046.0,11,43,305.0,349,30.0,0,0,S3,50.0
366,161691,California,Female,1528.0,327,391.0,8,13190.0,17,51,358.0,370,19.16666667,0,3401,C2,25.0
367,8404,TX,Unknown,605.0,272,364.0,1,10897.0,5,73,313.0,335,37.2,0,1501,R2,10.0
368,88119,IL,Female,1165.0,391,533.0,0,22667.0,3,82,518.0,454,7.0,28,3001,S1,10.0
369,122167,TX,Female,439.0,255,294.0,0,9346.0,33,49,262.0,303,12.4,0,0,C2,10.0
370,106639,NE,Female,681.0,387,477.0,0,13753.0,1,47,422.0,428,15.0,0,2001,S1,15.0
371,153450,California,Unknown,1865.0,256,362.0,44,16069.0,13,36,295.0,317,24.5,0,0,U3,47.0
372,120107,TX,Male,225.0,157,263.0,0,8947.0,1,81,204.0,217,18.08333333,1,1803,R3,26.0
373,72617,MI,Male,258.0,216,274.0,0,8231.0,0,65,244.0,245,5.454545455,2,0,R3,9.0
374,155541,California,Male,2236.0,546,620.0,59,19923.0,9,57,563.0,612,9.785714286,0,3410,T1,10.0
375,77107,WI,Male,1438.0,619,801.0,19,30386.0,6,67,691.0,744,11.7,0,4306,S1,14.0
376,186016,TN,Male,403.0,209,244.0,0,9078.0,0,79,223.0,213,8.619047619,1,0,R2,10.0
377,152053,California,Female,3071.0,626,746.0,76,24844.0,3,51,694.0,704,12.53333333,2,5305,S1,25.0
378,12880,FL,Male,1442.0,369,488.0,32,26462.0,7,4,394.0,445,7.846153846,1,1401,C1,10.0
379,16099,NC,Female,660.0,282,335.0,1,10743.0,0,81,291.0,327,5.5,0,2701,R2,12.0
380,166337,California,Male,5813.0,1221,1191.0,98,60492.0,8,52,1302.0,1077,15.0,1002,5401,S1,15.0
381,142495,California,Female,2250.0,340,444.0,60,19170.0,35,28,375.0,379,11.4,28,0,U1,21.0
382,66891,MI,Unknown,1115.0,512,619.0,4,20171.0,3,64,582.0,517,3.857142857,0,0,S1,5.0
383,118673,TX,Female,761.0,321,354.0,2,12145.0,2,76,347.0,351,10.81818182,0,0,R2,10.0
384,168389,California,Female,2930.0,372,491.0,91,24747.0,19,49,454.0,456,15.0,28,0,U1,20.0
385,14982,California,Female,3370.0,342,401.0,94,15765.0,22,40,346.0,356,16.06666667,0,0,U1,15.0
386,185925,MN,Male,966.0,418,569.0,3,22845.0,7,58,463.0,479,7.363636364,1,4701,C1,10.0
387,144393,California,Female,2024.0,352,427.0,51,11885.0,24,43,400.0,392,8.631578947,0,1909,U2,15.0
388,4907,MT,Female,553.0,238,323.0,0,12885.0,2,56,381.0,270,13.65909091,2,0,C2,22.0
389,99298,MO,Male,703.0,314,376.0,0,12799.0,0,78,357.0,350,16.5,1,4001,S2,32.0
390,187532,FL,Male,1286.0,500,551.0,9,19082.0,14,8,502.0,542,15.0,1,0,T1,15.0
391,119496,TX,Female,758.0,390,461.0,4,14397.0,4,56,397.0,448,7.857142857,0,0,S1,5.0
392,169919,California,Female,657.0,169,254.0,2,9583.0,3,59,216.0,220,8.666666667,0,4801,T2,20.0
393,106963,NE,Male,581.0,315,411.0,0,16473.0,1,57,368.0,378,10.85714286,1,6102,S2,15.0
394,145838,California,Unknown,2019.0,406,512.0,52,12623.0,29,39,423.0,478,20.0,0,0,S1,8.0
395,150624,California,Male,1247.0,321,385.0,8,10994.0,22,48,358.0,357,7.376458333,1,0,S2,8.0
396,182144,FL,Female,559.0,229,278.0,0,8359.0,1,44,277.0,244,7.136363636,0,5208,S2,7.0
397,135449,AZ,Male,687.0,369,403.0,0,9781.0,6,37,375.0,390,7.181818182,1,4801,S2,10.0
398,49743,AL,Male,582.0,217,375.0,2,12588.0,1,59,363.0,275,16.0,1,1901,T2,22.0
399,65500,MI,Male,690.0,419,490.0,0,15715.0,1,19,451.0,468,12.33333333,1,7001,S1,15.0
400,172420,California,Female,988.0,169,344.0,9,9190.0,5,67,246.0,247,6.25,0,6601,C2,6.0
401,7494,California,Female,1500.0,282,382.0,4,13859.0,10,42,353.0,332,5.24,0,2301,C2,6.0
402,149498,California,Unknown,5742.0,1289,1119.0,99,64190.0,27,35,1369.0,1085,21.66666667,4002,3803,S1,20.0
403,169780,California,Unknown,1650.0,219,319.0,18,12994.0,18,56,225.0,304,12.5,0,0,C2,10.0
404,70944,MI,Female,357.0,205,303.0,0,9192.0,3,81,268.0,260,20.0,0,7501,T2,20.0
405,117230,TX,Male,406.0,186,203.0,0,8797.0,8,67,226.0,183,5.7,1,801,C3,11.0
406,50427,TN,Female,871.0,464,539.0,0,18279.0,3,47,501.0,503,9.1,28,5406,T2,15.0
407,43998,FL,Male,768.0,256,385.0,4,13696.0,6,22,310.0,323,16.75,1,2108,C2,22.0
408,71255,MI,Male,458.0,231,323.0,0,12539.0,4,86,241.0,308,12.16666667,2,1511,T1,13.0
409,63308,IN,Male,485.0,344,422.0,0,17697.0,0,76,382.0,402,8.0,1,2301,C2,10.0
410,82196,MN,Female,405.0,212,309.0,0,9715.0,1,81,267.0,261,5.923076923,0,2001,R2,5.0
411,114820,MO,Female,459.0,240,299.0,1,9637.0,1,71,253.0,272,6.294117647,28,0,T2,10.0
412,176781,OR,Male,811.0,324,463.0,4,16399.0,5,38,394.0,395,8.75,0,3101,C1,10.0
413,20438,NC,Male,509.0,248,282.0,0,9114.0,4,38,254.0,288,7.142857143,1,2601,T2,10.0
414,91879,IL,Female,1030.0,375,585.0,0,17204.0,5,65,553.0,473,12.0,0,0,S2,20.0
415,92443,IL,Female,881.0,392,437.0,0,14377.0,3,90,393.0,414,6.153846154,2,0,S2,10.0
416,168189,California,Male,2794.0,637,678.0,93,23035.0,11,54,630.0,671,8.0,1,5001,U1,15.0
417,148998,California,Unknown,3233.0,684,781.0,95,26104.0,8,50,753.0,714,16.81818182,1,4709,C1,25.0
418,186292,California,Male,931.0,155,222.0,9,7968.0,20,46,192.0,180,5.571428571,1,509,C2,10.0
419,75180,IA,Female,529.0,317,326.0,0,12494.0,3,76,340.0,319,10.5,28,4409,C2,15.0
420,88596,IL,Female,1897.0,406,664.0,44,26951.0,15,67,519.0,476,10.0,28,912,U1,14.0
421,155266,California,Female,641.0,123,279.0,3,8046.0,37,38,168.0,236,9.462962963,0,0,C3,11.0
422,13622,FL,Male,715.0,247,342.0,2,15360.0,4,11,283.0,317,14.86666667,0,3201,S2,10.0
423,189853,MS,Female,440.0,205,280.0,0,8314.0,0,63,238.0,249,7.166666667,1002,4306,0,8.0
424,175708,OR,Male,532.0,436,428.0,0,12734.0,0,42,436.0,486,25.0,1,4201,S2,30.0
425,182243,WA,Female,876.0,335,481.0,18,15179.0,6,31,409.0,426,8.3,0,3605,S2,10.0
426,171566,California,Male,1175.0,272,396.0,7,12987.0,4,68,318.0,376,10.25,1,2201,T2,15.0
427,156266,California,Female,3921.0,413,583.0,87,21648.0,10,55,410.0,575,13.57142857,0,3701,R1,20.0
428,41604,FL,Female,919.0,413,532.0,0,17653.0,14,26,538.0,446,8.307692308,0,2401,S1,10.0
429,187678,NY,Female,625.0,266,330.0,0,10031.0,2,68,276.0,316,5.222222222,0,0,S2,5.0
430,42165,FL,Male,734.0,310,399.0,1,12868.0,3,45,348.0,365,16.5,0,0,T2,10.0
431,24507,SC,Male,468.0,228,326.0,0,10910.0,1,84,300.0,278,21.5,1,3411,R2,25.0
432,44657,FL,Male,583.0,302,362.0,0,13351.0,9,32,317.0,343,4.0,1002,4201,T2,5.0
433,10554,IL,Male,314.0,206,280.0,0,10245.0,0,90,224.0,236,13.33333333,2,0,R3,20.0
434,33192,FL,Female,671.0,341,385.0,0,12982.0,2,39,354.0,363,6.25,0,3501,C2,10.0
435,76470,IA,Male,550.0,288,349.0,0,13538.0,1,82,344.0,303,9.642857143,1002,3307,T2,10.0
436,67075,MI,Female,609.0,410,540.0,0,23275.0,1,72,551.0,490,13.23076923,2,4601,S2,18.0
437,169827,California,Female,1650.0,397,479.0,19,15002.0,14,60,404.0,477,15.0,0,4801,S2,21.0
438,38734,FL,Female,1979.0,350,738.0,50,42356.0,22,6,640.0,526,16.0,0,709,C1,26.0
439,65245,MI,Female,473.0,302,409.0,0,13445.0,8,82,364.0,319,10.83333333,2,3101,U3,10.0
440,186396,AL,Male,679.0,277,347.0,0,13133.0,4,50,295.0,317,13.14285714,0,4311,T2,20.0
441,54160,TN,Female,475.0,226,261.0,0,8709.0,0,73,260.0,241,15.0,0,2801,R3,10.0
442,178826,CO,Unknown,872.0,418,482.0,1,15287.0,5,40,424.0,458,10.83333333,0,5102,S1,20.0
443,7507,IL,Male,1075.0,366,455.0,0,14394.0,1,90,449.0,373,10.10526316,1,2504,S2,10.0
444,4150,MO,Female,580.0,310,374.0,0,12273.0,2,75,322.0,347,10.75,0,4412,C2,14.0
445,120041,TX,Female,442.0,252,390.0,0,12929.0,2,69,341.0,325,6.285714286,2,5901,T2,8.0
446,51486,TN,Male,325.0,119,210.0,0,8856.0,2,78,133.0,188,6.363636364,2,2805,C3,6.0
447,173348,California,Male,1276.0,423,521.0,7,17032.0,5,51,524.0,497,5.5,28,2701,T2,8.0
448,74669,MI,Female,438.0,267,314.0,0,10329.0,1,75,302.0,287,12.25,0,0,R2,20.0
449,64430,IN,Female,386.0,258,358.0,1,12513.0,0,75,301.0,313,11.66666667,0,0,R2,13.0
450,156485,California,Female,2433.0,403,502.0,86,18284.0,18,41,459.0,449,6.266666667,0,4101,U1,10.0
451,39935,FL,Male,1464.0,305,472.0,7,22648.0,11,13,413.0,377,4.0,0,6001,C3,4.0
452,50187,TN,Unknown,1052.0,482,541.0,9,20492.0,1,44,499.0,516,20.0,0,0,C1,20.0
453,26254,GA,Female,998.0,488,602.0,21,29540.0,5,51,550.0,581,6.25,0,6801,C1,10.0
454,30433,GA,Female,821.0,390,526.0,1,19734.0,2,58,475.0,425,17.1875,28,2201,C1,15.0
455,189373,California,Female,2300.0,311,375.0,68,16133.0,27,42,345.0,350,5.533333333,0,1804,U2,15.0
456,91756,IL,Male,1852.0,550,614.0,34,17690.0,7,86,561.0,602,7.368421053,2,5810,T1,7.0
457,182279,WA,Female,663.0,205,277.0,0,10959.0,12,41,220.0,234,13.24,0,6201,C3,20.0
458,122465,TX,Female,2056.0,906,957.0,52,29903.0,4,28,924.0,931,7.2,0,4501,C1,8.0
459,24666,SC,Male,916.0,416,468.0,2,14496.0,1,72,435.0,444,10.9,1,5201,T2,15.0
460,19664,NC,Male,2282.0,908,980.0,62,42236.0,12,34,945.0,938,18.0,1,2301,S1,10.0
461,162228,California,Female,2883.0,501,649.0,89,34012.0,25,28,532.0,588,13.33333333,0,0,U1,25.0
462,76578,IA,Male,637.0,379,407.0,0,12275.0,1,75,425.0,355,8.615384615,1,5602,C2,9.0
463,52740,TN,Female,273.0,138,163.0,0,7089.0,0,75,150.0,152,7.604651163,0,1604,C3,8.0
464,159174,California,Female,1709.0,368,454.0,13,14118.0,23,48,422.0,408,7.176470588,0,1504,C2,10.0
465,156903,California,Male,2307.0,477,499.0,83,14345.0,13,58,478.0,490,3.214285714,1,3901,U2,3.0
466,177926,OR,Male,691.0,263,360.0,2,12166.0,2,50,308.0,327,9.866666667,1,2604,R2,15.0
467,142057,NV,Unknown,2479.0,409,557.0,63,23023.0,7,10,456.0,500,11.6,0,904,T1,15.0
468,175637,OR,Male,858.0,502,574.0,7,20867.0,6,52,505.0,555,15.0,1,4501,S1,20.0
469,32096,FL,Male,351.0,205,254.0,0,8456.0,1,76,225.0,238,13.0,1,4501,R3,16.0
470,26946,GA,Female,1672.0,722,770.0,17,29286.0,6,31,732.0,765,23.0,0,7001,0,30.0
471,160863,California,Unknown,1069.0,267,369.0,0,11849.0,11,59,320.0,318,8.222222222,1002,0,C2,10.0
472,57162,KY,Female,463.0,249,298.0,0,11621.0,1,88,265.0,308,11.5,0,5501,T2,20.0
473,12220,TN,Male,470.0,245,348.0,0,12519.0,0,73,273.0,314,6.555555556,0,5301,T2,5.0
474,170563,California,Female,1248.0,289,379.0,1,17282.0,6,47,348.0,346,7.5,0,3201,U3,5.0
475,79389,WI,Male,492.0,316,339.0,0,12451.0,1,80,349.0,304,10.14285714,0,3101,T2,11.0
476,180752,WA,Male,2800.0,368,528.0,62,25386.0,9,34,438.0,500,6.166666667,1,3901,C1,8.0
477,82701,MN,Female,994.0,437,540.0,11,18133.0,4,72,488.0,491,10.0,2,6001,S1,25.0
478,158506,California,Female,1654.0,159,313.0,20,8018.0,32,44,203.0,266,10.0,28,5201,U3,15.0
479,84708,MN,Female,653.0,327,395.0,0,13079.0,0,25,364.0,350,17.0,28,3801,T2,25.0
480,103543,MO,Male,402.0,162,241.0,0,9434.0,0,65,192.0,210,9.214285714,1,1908,R3,11.0
481,164175,California,Female,1914.0,351,437.0,46,18951.0,6,51,399.0,392,9.090909091,2,0,R2,15.0
482,145120,California,Female,5619.0,572,995.0,97,43978.0,6,33,942.0,649,12.54545455,28,3707,U1,10.0
483,55358,MS,Female,426.0,139,156.0,2,4437.0,1,94,130.0,169,15.83333333,0,4808,C3,30.0
484,26665,GA,Male,670.0,268,383.0,3,13147.0,1,76,321.0,336,7.375,1,0,T3,30.0
485,42279,FL,Female,400.0,216,279.0,1,9840.0,4,36,242.0,247,5.6,28,3301,T3,5.0
486,148354,California,Unknown,2206.0,574,562.0,72,12225.0,39,40,567.0,583,8.428571429,0,0,S1,8.0
487,123822,TN,Female,535.0,269,375.0,1,14661.0,1,72,318.0,328,7.6,0,0,S1,10.0
488,22038,NC,Male,444.0,222,291.0,1,10074.0,1,73,259.0,259,9.95,1,4401,R3,10.0
489,185024,MN,Female,476.0,202,304.0,0,10581.0,2,80,274.0,236,23.85294118,0,605,R2,8.0
490,129600,CO,Female,593.0,256,399.0,0,37734.0,7,55,298.0,336,13.0,0,3705,U4,20.0
491,107613,California,Male,2238.0,580,605.0,75,18247.0,9,50,602.0,587,3.25,0,0,R2,7.0
492,165302,California,Unknown,2811.0,524,645.0,72,23861.0,8,60,577.0,599,11.08333333,0,2207,C1,20.0
493,152990,California,Female,1775.0,445,469.0,14,15256.0,13,46,443.0,490,10.0,0,6101,C2,20.0
494,88766,IL,Male,2549.0,715,839.0,69,28878.0,15,70,757.0,786,11.0,1,4709,S1,15.0
495,4522,California,Male,2356.0,523,615.0,83,21871.0,8,49,560.0,560,16.09090909,1,1402,S1,20.0
496,32350,FL,Male,913.0,256,338.0,5,14424.0,7,16,289.0,309,13.0,0,1809,R1,20.0
497,74774,AR,Male,500.0,245,314.0,3,12271.0,1,81,308.0,304,15.0,0,0,C1,21.0
498,67475,MI,Female,687.0,111,172.0,0,6615.0,7,65,90.0,171,5.222222222,28,6201,C3,5.0
499,104267,KS,Male,284.0,231,299.0,0,9838.0,0,83,258.0,269,4.4375,0,0,R2,5.0
500,131031,CO,Female,678.0,155,306.0,0,8675.0,3,34,242.0,196,8.105263158,2,604,C2,18.0
501,158058,California,Male,1685.0,430,540.0,16,15765.0,19,33,479.0,449,7.611111111,0,4307,U3,5.0
